NoEstado,Estado,NoMunicipio,Municipio,NoCiudad,Ciudad/Colonia
30,Veracruz de Ignacio de la Llave,93,Jilotepec,1,Jilotepec
30,Veracruz de Ignacio de la Llave,94,Juan Rodriguez Clara,1,Juan Rodriguez Clara
30,Veracruz de Ignacio de la Llave,95,Juchique de Ferrer,1,Juchique de Ferrer
30,Veracruz de Ignacio de la Llave,96,Landero y Coss,1,Landero y Coss
30,Veracruz de Ignacio de la Llave,97,Lerdo de Tejada,1,Lerdo de Tejada
30,Veracruz de Ignacio de la Llave,98,Magdalena,1,Magdalena
30,Veracruz de Ignacio de la Llave,99,Maltrata,1,Maltrata
30,Veracruz de Ignacio de la Llave,100,Manlio Fabio Altamirano,1,Manlio Fabio Altamirano
30,Veracruz de Ignacio de la Llave,101,Mariano Escobedo,1,Mariano Escobedo
30,Veracruz de Ignacio de la Llave,102,Martinez de la Torre,1,Martinez de la Torre
30,Veracruz de Ignacio de la Llave,103,Mecatlan,1,Mecatlan
30,Veracruz de Ignacio de la Llave,104,Mecayapan,1,Mecayapan
30,Veracruz de Ignacio de la Llave,105,Medellin de Bravo,1,Medellin
30,Veracruz de Ignacio de la Llave,106,Miahuatlan,1,Miahuatlan
30,Veracruz de Ignacio de la Llave,107,Las Minas,1,Las Minas
30,Veracruz de Ignacio de la Llave,108,Minatitlan,1,Minatitlan
30,Veracruz de Ignacio de la Llave,109,Misantla,1,Misantla
30,Veracruz de Ignacio de la Llave,110,Mixtla de Altamirano,1,Mixtla de Altamirano
30,Veracruz de Ignacio de la Llave,111,Moloacan,1,Moloacan
30,Veracruz de Ignacio de la Llave,112,Naolinco,1,Naolinco de Victoria
30,Veracruz de Ignacio de la Llave,113,Naranjal,1,Naranjal
30,Veracruz de Ignacio de la Llave,114,Nautla,1,Nautla
30,Veracruz de Ignacio de la Llave,115,Nogales,1,Nogales
30,Veracruz de Ignacio de la Llave,116,Oluta,1,Oluta
30,Veracruz de Ignacio de la Llave,117,Omealca,1,Omealca
30,Veracruz de Ignacio de la Llave,118,Orizaba,1,Orizaba
30,Veracruz de Ignacio de la Llave,119,Otatitlan,1,Otatitlan
30,Veracruz de Ignacio de la Llave,120,Oteapan,1,Oteapan
30,Veracruz de Ignacio de la Llave,121,Ozuluama de Mascareñas,1,Ozuluama de Mascareñas
30,Veracruz de Ignacio de la Llave,122,Pajapan,1,Pajapan
30,Veracruz de Ignacio de la Llave,123,Panuco,1,Panuco
30,Veracruz de Ignacio de la Llave,124,Papantla,1,Papantla de Olarte
30,Veracruz de Ignacio de la Llave,125,Paso del Macho,1,Paso del Macho
30,Veracruz de Ignacio de la Llave,126,Paso de Ovejas,1,Paso de Ovejas
30,Veracruz de Ignacio de la Llave,127,La Perla,1,La Perla
30,Veracruz de Ignacio de la Llave,128,Perote,1,Perote
30,Veracruz de Ignacio de la Llave,129,Platon Sanchez,1,Platon Sanchez
30,Veracruz de Ignacio de la Llave,130,Playa Vicente,1,Playa Vicente
30,Veracruz de Ignacio de la Llave,131,Poza Rica de Hidalgo,1,Poza Rica de Hidalgo
30,Veracruz de Ignacio de la Llave,132,Las Vigas de Ramirez,1,Las Vigas de Ramirez
30,Veracruz de Ignacio de la Llave,133,Pueblo Viejo,1,Cd. Cuauhtemoc
30,Veracruz de Ignacio de la Llave,134,Puente Nacional,1,Puente Nacional
30,Veracruz de Ignacio de la Llave,135,Rafael Delgado,1,Rafael Delgado
30,Veracruz de Ignacio de la Llave,136,Rafael Lucio,1,Rafael Lucio
30,Veracruz de Ignacio de la Llave,137,Los Reyes,1,Los Reyes
30,Veracruz de Ignacio de la Llave,138,Rio Blanco,1,Rio Blanco
30,Veracruz de Ignacio de la Llave,139,Saltabarranca,1,Saltabarranca
30,Veracruz de Ignacio de la Llave,140,San Andres Tenejapan,1,San Andres Tenejapan
30,Veracruz de Ignacio de la Llave,141,San Andres Tuxtla,1,San Andres Tuxtla
30,Veracruz de Ignacio de la Llave,142,San Juan Evangelista,1,San Juan Evangelista
30,Veracruz de Ignacio de la Llave,143,Santiago Tuxtla,1,Santiago Tuxtla
30,Veracruz de Ignacio de la Llave,144,Sayula de Aleman,1,Sayula de Aleman
30,Veracruz de Ignacio de la Llave,145,Soconusco,1,Soconusco
30,Veracruz de Ignacio de la Llave,146,Sochiapa,1,Sochiapa
30,Veracruz de Ignacio de la Llave,147,Soledad Atzompa,1,Soledad Atzompa
30,Veracruz de Ignacio de la Llave,148,Soledad de Doblado,1,Soledad de Doblado
30,Veracruz de Ignacio de la Llave,149,Soteapan,1,Soteapan
30,Veracruz de Ignacio de la Llave,150,Tamalin,1,Tamalin
30,Veracruz de Ignacio de la Llave,151,Tamiahua,1,Tamiahua
30,Veracruz de Ignacio de la Llave,152,Tampico Alto,1,Tampico Alto
30,Veracruz de Ignacio de la Llave,153,Tancoco,1,Tancoco
30,Veracruz de Ignacio de la Llave,154,Tantima,1,Tantima
30,Veracruz de Ignacio de la Llave,155,Tantoyuca,1,Tantoyuca
30,Veracruz de Ignacio de la Llave,156,Tatatila,1,Tatatila
30,Veracruz de Ignacio de la Llave,157,Castillo de Teayo,1,Castillo de Teayo
30,Veracruz de Ignacio de la Llave,158,Tecolutla,1,Tecolutla
30,Veracruz de Ignacio de la Llave,159,Tehuipango,1,Tehuipango
30,Veracruz de Ignacio de la Llave,160,alamo Temapache,1,alamo
30,Veracruz de Ignacio de la Llave,161,Tempoal,1,Tempoal de Sanchez
30,Veracruz de Ignacio de la Llave,162,Tenampa,1,Tenampa
30,Veracruz de Ignacio de la Llave,163,Tenochtitlan,1,Tenochtitlan
30,Veracruz de Ignacio de la Llave,164,Teocelo,1,Teocelo
30,Veracruz de Ignacio de la Llave,165,Tepatlaxco,1,Tepatlaxco
30,Veracruz de Ignacio de la Llave,166,Tepetlan,1,Tepetlan
30,Veracruz de Ignacio de la Llave,167,Tepetzintla,1,Tepetzintla
30,Veracruz de Ignacio de la Llave,168,Tequila,1,Tequila
30,Veracruz de Ignacio de la Llave,169,Jose Azueta,1,Villa Azueta
30,Veracruz de Ignacio de la Llave,170,Texcatepec,1,Texcatepec
30,Veracruz de Ignacio de la Llave,171,Texhuacan,1,Texhuacan
30,Veracruz de Ignacio de la Llave,172,Texistepec,1,Texistepec
30,Veracruz de Ignacio de la Llave,173,Tezonapa,1,Tezonapa
30,Veracruz de Ignacio de la Llave,174,Tierra Blanca,1,Tierra Blanca
30,Veracruz de Ignacio de la Llave,175,Tihuatlan,1,Tihuatlan
30,Veracruz de Ignacio de la Llave,176,Tlacojalpan,1,Tlacojalpan
30,Veracruz de Ignacio de la Llave,177,Tlacolulan,1,Tlacolulan
30,Veracruz de Ignacio de la Llave,178,Tlacotalpan,1,Tlacotalpan
30,Veracruz de Ignacio de la Llave,179,Tlacotepec de Mejia,1,Tlacotepec de Mejia
30,Veracruz de Ignacio de la Llave,180,Tlachichilco,1,Tlachichilco
30,Veracruz de Ignacio de la Llave,181,Tlalixcoyan,1,Tlalixcoyan
30,Veracruz de Ignacio de la Llave,182,Tlalnelhuayocan,1,Tlalnelhuayocan
30,Veracruz de Ignacio de la Llave,183,Tlapacoyan,1,Tlapacoyan
30,Veracruz de Ignacio de la Llave,184,Tlaquilpa,1,Tlaquilpa
30,Veracruz de Ignacio de la Llave,185,Tlilapan,1,Tlilapan
30,Veracruz de Ignacio de la Llave,186,Tomatlan,1,Tomatlan
30,Veracruz de Ignacio de la Llave,187,Tonayan,1,Tonayan
30,Veracruz de Ignacio de la Llave,188,Totutla,1,Totutla
30,Veracruz de Ignacio de la Llave,189,Tuxpan,1,Tuxpam de Rodriguez Cano
30,Veracruz de Ignacio de la Llave,190,Tuxtilla,1,Tuxtilla
30,Veracruz de Ignacio de la Llave,191,Ursulo Galvan,1,Ursulo Galvan
30,Veracruz de Ignacio de la Llave,192,Vega de Alatorre,1,Vega de Alatorre
30,Veracruz de Ignacio de la Llave,193,Veracruz,1,Veracruz
30,Veracruz de Ignacio de la Llave,194,Villa Aldama,1,Villa Aldama
30,Veracruz de Ignacio de la Llave,195,Xoxocotla,1,Xoxocotla
30,Veracruz de Ignacio de la Llave,196,Yanga,1,Yanga
30,Veracruz de Ignacio de la Llave,197,Yecuatla,1,Yecuatla
30,Veracruz de Ignacio de la Llave,198,Zacualpan,1,Zacualpan
30,Veracruz de Ignacio de la Llave,199,Zaragoza,1,Zaragoza
30,Veracruz de Ignacio de la Llave,200,Zentla,1,Colonia Manuel Gonzalez
30,Veracruz de Ignacio de la Llave,201,Zongolica,1,Zongolica
30,Veracruz de Ignacio de la Llave,202,Zontecomatlan de Lopez y Fuentes,1,Zontecomatlan de Lopez y Fuentes
30,Veracruz de Ignacio de la Llave,203,Zozocolco de Hidalgo,1,Zozocolco de Hidalgo
30,Veracruz de Ignacio de la Llave,204,Agua Dulce,1,Agua Dulce
30,Veracruz de Ignacio de la Llave,205,El Higo,1,El Higo
30,Veracruz de Ignacio de la Llave,206,Nanchital de Lazaro Cardenas del Rio,1,Nanchital de Lazaro Cardenas del Rio
30,Veracruz de Ignacio de la Llave,207,Tres Valles,1,Tres Valles
30,Veracruz de Ignacio de la Llave,208,Carlos A. Carrillo,1,Carlos A. Carrillo
30,Veracruz de Ignacio de la Llave,209,Tatahuicapan de Juarez,1,Tatahuicapan
30,Veracruz de Ignacio de la Llave,210,Uxpanapa,1,Poblado 10
30,Veracruz de Ignacio de la Llave,211,San Rafael,1,San Rafael
30,Veracruz de Ignacio de la Llave,212,Santiago Sochiapan,1,Xochiapa
31,Yucatan,1,Abala,1,Abala
31,Yucatan,2,Acanceh,1,Acanceh
31,Yucatan,3,Akil,1,Akil
31,Yucatan,4,Baca,1,Baca
31,Yucatan,5,Bokoba,1,Bokoba
31,Yucatan,6,Buctzotz,1,Buctzotz
31,Yucatan,7,Cacalchen,1,Cacalchen
31,Yucatan,8,Calotmul,1,Calotmul
31,Yucatan,9,Cansahcab,1,Cansahcab
31,Yucatan,10,Cantamayec,1,Cantamayec
31,Yucatan,11,Celestun,1,Celestun
31,Yucatan,12,Cenotillo,1,Cenotillo
31,Yucatan,13,Conkal,1,Conkal
31,Yucatan,14,Cuncunul,1,Cuncunul
31,Yucatan,15,Cuzama,1,Cuzama
31,Yucatan,16,Chacsinkin,1,Chacsinkin
31,Yucatan,17,Chankom,1,Chankom
31,Yucatan,18,Chapab,1,Chapab
31,Yucatan,19,Chemax,1,Chemax
31,Yucatan,20,Chicxulub Pueblo,1,Chicxulub Pueblo
31,Yucatan,21,Chichimila,1,Chichimila
31,Yucatan,22,Chikindzonot,1,Chikindzonot
31,Yucatan,23,Chochola,1,Chochola
31,Yucatan,24,Chumayel,1,Chumayel
31,Yucatan,25,Dzan,1,Dzan
31,Yucatan,26,Dzemul,1,Dzemul
31,Yucatan,27,Dzidzantun,1,Dzidzantun
31,Yucatan,28,Dzilam de Bravo,1,Dzilam de Bravo
31,Yucatan,29,Dzilam Gonzalez,1,Dzilam Gonzalez
31,Yucatan,30,Dzitas,1,Dzitas
31,Yucatan,31,Dzoncauich,1,Dzoncauich
31,Yucatan,32,Espita,1,Espita
31,Yucatan,33,Halacho,1,Halacho
31,Yucatan,34,Hocaba,1,Hocaba
31,Yucatan,35,Hoctun,1,Hoctun
31,Yucatan,36,Homun,1,Homun
31,Yucatan,37,Huhi,1,Huhi
31,Yucatan,38,Hunucma,1,Hunucma
31,Yucatan,39,Ixil,1,Ixil
31,Yucatan,40,Izamal,1,Izamal
31,Yucatan,41,Kanasin,1,Kanasin
31,Yucatan,42,Kantunil,1,Kantunil
31,Yucatan,43,Kaua,1,Kaua
31,Yucatan,44,Kinchil,1,Kinchil
31,Yucatan,45,Kopoma,1,Kopoma
31,Yucatan,46,Mama,1,Mama
31,Yucatan,47,Mani,1,Mani
31,Yucatan,48,Maxcanu,1,Maxcanu
31,Yucatan,49,Mayapan,1,Mayapan
31,Yucatan,50,Merida,1,Merida
31,Yucatan,51,Mococha,1,Mococha
31,Yucatan,52,Motul,1,Motul de Carrillo Puerto
31,Yucatan,53,Muna,1,Muna
31,Yucatan,54,Muxupip,1,Muxupip
31,Yucatan,55,Opichen,1,Opichen
31,Yucatan,56,Oxkutzcab,1,Oxkutzcab
31,Yucatan,57,Panaba,1,Panaba
31,Yucatan,58,Peto,1,Peto
31,Yucatan,59,Progreso,1,Progreso
31,Yucatan,60,Quintana Roo,1,Quintana Roo
31,Yucatan,61,Rio Lagartos,1,Rio Lagartos
31,Yucatan,62,Sacalum,1,Sacalum
31,Yucatan,63,Samahil,1,Samahil
31,Yucatan,64,Sanahcat,1,Sanahcat
31,Yucatan,65,San Felipe,1,San Felipe
31,Yucatan,66,Santa Elena,1,Santa Elena
31,Yucatan,67,Seye,1,Seye
31,Yucatan,68,Sinanche,1,Sinanche
31,Yucatan,69,Sotuta,1,Sotuta
31,Yucatan,70,Sucila,1,Sucila
31,Yucatan,71,Sudzal,1,Sudzal
31,Yucatan,72,Suma,1,Suma
31,Yucatan,73,Tahdziu,1,Tahdziu
31,Yucatan,74,Tahmek,1,Tahmek
31,Yucatan,75,Teabo,1,Teabo
31,Yucatan,76,Tecoh,1,Tecoh
31,Yucatan,77,Tekal de Venegas,1,Tekal de Venegas
31,Yucatan,78,Tekanto,1,Tekanto
31,Yucatan,79,Tekax,1,Tekax de alvaro Obregon
31,Yucatan,80,Tekit,1,Tekit
31,Yucatan,81,Tekom,1,Tekom
31,Yucatan,82,Telchac Pueblo,1,Telchac
31,Yucatan,83,Telchac Puerto,1,Telchac Puerto
31,Yucatan,84,Temax,1,Temax
31,Yucatan,85,Temozon,1,Temozon
31,Yucatan,86,Tepakan,1,Tepakan
31,Yucatan,87,Tetiz,1,Tetiz
31,Yucatan,88,Teya,1,Teya
31,Yucatan,89,Ticul,1,Ticul
31,Yucatan,90,Timucuy,1,Timucuy
31,Yucatan,91,Tinum,1,Tinum
31,Yucatan,92,Tixcacalcupul,1,Tixcacalcupul
31,Yucatan,93,Tixkokob,1,Tixkokob
31,Yucatan,94,Tixmehuac,1,Tixmehuac
31,Yucatan,95,Tixpehual,1,Tixpehual
31,Yucatan,96,Tizimin,1,Tizimin
31,Yucatan,97,Tunkas,1,Tunkas
31,Yucatan,98,Tzucacab,1,Tzucacab
31,Yucatan,99,Uayma,1,Uayma
31,Yucatan,100,Ucu,1,Ucu
31,Yucatan,101,Uman,1,Uman
31,Yucatan,102,Valladolid,1,Valladolid
31,Yucatan,103,Xocchel,1,Xocchel
31,Yucatan,104,Yaxcaba,1,Yaxcaba
31,Yucatan,105,Yaxkukul,1,Yaxkukul
31,Yucatan,106,Yobain,1,Yobain
32,Zacatecas,1,Apozol,1,Apozol
32,Zacatecas,2,Apulco,1,Apulco
32,Zacatecas,3,Atolinga,1,Atolinga
32,Zacatecas,4,Benito Juarez,1,Florencia
32,Zacatecas,5,Calera,1,Victor Rosales
32,Zacatecas,6,Cañitas de Felipe Pescador,1,Cañitas de Felipe Pescador
32,Zacatecas,7,Concepcion del Oro,1,Concepcion del Oro
32,Zacatecas,8,Cuauhtemoc,1,San Pedro Piedra Gorda
32,Zacatecas,9,Chalchihuites,1,Chalchihuites
32,Zacatecas,10,Fresnillo,1,Fresnillo
32,Zacatecas,11,Trinidad Garcia de la Cadena,1,Trinidad Garcia de la Cadena
32,Zacatecas,12,Genaro Codina,1,Genaro Codina
32,Zacatecas,13,General Enrique Estrada,1,General Enrique Estrada
32,Zacatecas,14,General Francisco R. Murguia,1,Nieves
32,Zacatecas,15,El Plateado de Joaquin Amaro,1,El Plateado de Joaquin Amaro
32,Zacatecas,16,General Panfilo Natera,1,General Panfilo Natera
32,Zacatecas,17,Guadalupe,1,Guadalupe
32,Zacatecas,18,Huanusco,1,Huanusco
32,Zacatecas,19,Jalpa,1,Jalpa
32,Zacatecas,20,Jerez,1,Jerez de Garcia Salinas
32,Zacatecas,21,Jimenez del Teul,1,Jimenez del Teul
32,Zacatecas,22,Juan Aldama,1,Juan Aldama
32,Zacatecas,23,Juchipila,1,Juchipila
32,Zacatecas,24,Loreto,1,Loreto
32,Zacatecas,25,Luis Moya,1,Luis Moya
32,Zacatecas,26,Mazapil,1,Mazapil
32,Zacatecas,27,Melchor Ocampo,1,Melchor Ocampo
32,Zacatecas,28,Mezquital del Oro,1,Mezquital del Oro
32,Zacatecas,29,Miguel Auza,1,Miguel Auza
32,Zacatecas,30,Momax,1,Momax
32,Zacatecas,31,Monte Escobedo,1,Monte Escobedo
32,Zacatecas,32,Morelos,1,Morelos
32,Zacatecas,33,Moyahua de Estrada,1,Moyahua de Estrada
32,Zacatecas,34,Nochistlan de Mejia,1,Nochistlan de Mejia
32,Zacatecas,35,Noria de angeles,1,Noria de angeles
32,Zacatecas,36,Ojocaliente,1,Ojocaliente
32,Zacatecas,37,Panuco,1,Panuco
32,Zacatecas,38,Pinos,1,Pinos
32,Zacatecas,39,Rio Grande,1,Rio Grande
32,Zacatecas,40,Sain Alto,1,Sain Alto
32,Zacatecas,41,El Salvador,1,El Salvador
32,Zacatecas,42,Sombrerete,1,Sombrerete
32,Zacatecas,43,Susticacan,1,Susticacan
32,Zacatecas,44,Tabasco,1,Tabasco
32,Zacatecas,45,Tepechitlan,1,Tepechitlan
32,Zacatecas,46,Tepetongo,1,Tepetongo
32,Zacatecas,47,Teul de Gonzalez Ortega,1,Teul de Gonzalez Ortega
32,Zacatecas,48,Tlaltenango de Sanchez Roman,1,Tlaltenango de Sanchez Roman
32,Zacatecas,49,Valparaiso,1,Valparaiso
32,Zacatecas,50,Vetagrande,1,Vetagrande
32,Zacatecas,51,Villa de Cos,1,Villa de Cos
32,Zacatecas,52,Villa Garcia,1,Villa Garcia
32,Zacatecas,53,Villa Gonzalez Ortega,1,Villa Gonzalez Ortega
32,Zacatecas,54,Villa Hidalgo,1,Villa Hidalgo
32,Zacatecas,55,Villanueva,1,Villanueva
32,Zacatecas,56,Zacatecas,1,Zacatecas
32,Zacatecas,57,Trancoso,1,Trancoso
32,Zacatecas,58,Santa Maria de la Paz,1,Santa Maria de la Paz
